cf_path,oct_path,cf_pts_path,oct_pts_path
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/031/031_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/031/031_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/031/031_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/031/031_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/004/004_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/004/004_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/004/004_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/004/004_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/160/160_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/160/160_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/160/160_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/160/160_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/016/016_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/016/016_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/016/016_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/016/016_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/043/043_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/043/043_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/043/043_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/043/043_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/127/127_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/127/127_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/127/127_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/127/127_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/187/187_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/187/187_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/187/187_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/187/187_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/163/163_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/163/163_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/163/163_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/163/163_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/048/048_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/048/048_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/048/048_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/048/048_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/111/111_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/111/111_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/111/111_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/111/111_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/006/006_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/006/006_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/006/006_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/006/006_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/195/195_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/195/195_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/195/195_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/195/195_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/038/038_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/038/038_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/038/038_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/038/038_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/123/123_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/123/123_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/123/123_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/123/123_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/013/013_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/013/013_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/013/013_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/013/013_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/037/037_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/037/037_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/037/037_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/037/037_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/154/154_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/154/154_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/154/154_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/154/154_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/070/070_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/070/070_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/070/070_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/070/070_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/062/062_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/062/062_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/062/062_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/062/062_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/196/196_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/196/196_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/196/196_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/196/196_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/033/033_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/033/033_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/033/033_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/033/033_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/173/173_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/173/173_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/173/173_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/173/173_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/172/172_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/172/172_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/172/172_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/172/172_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/061/061_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/061/061_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/061/061_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/061/061_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/011/011_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/011/011_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/011/011_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/011/011_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/145/145_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/145/145_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/145/145_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/145/145_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/161/161_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/161/161_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/161/161_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/161/161_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/053/053_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/053/053_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/053/053_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/053/053_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/126/126_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/126/126_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/126/126_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/126/126_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/107/107_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/107/107_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/107/107_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/107/107_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/074/074_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/074/074_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/074/074_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/074/074_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/114/114_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/114/114_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/114/114_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/114/114_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/106/106_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/106/106_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/106/106_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/106/106_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/096/096_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/096/096_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/096/096_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/096/096_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/104/104_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/104/104_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/104/104_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/104/104_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/146/146_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/146/146_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/146/146_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/146/146_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/044/044_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/044/044_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/044/044_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/044/044_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/001/001_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/001/001_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/001/001_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/001/001_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/162/162_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/162/162_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/162/162_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/162/162_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/193/193_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/193/193_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/193/193_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/193/193_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/017/017_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/017/017_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/017/017_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/017/017_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/081/081_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/081/081_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/081/081_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/081/081_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/103/103_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/103/103_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/103/103_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/103/103_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/039/039_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/039/039_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/039/039_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/039/039_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/157/157_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/157/157_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/157/157_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/157/157_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/177/177_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/177/177_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/177/177_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/177/177_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/136/136_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/136/136_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/136/136_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/136/136_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/079/079_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/079/079_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/079/079_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/079/079_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/116/116_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/116/116_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/116/116_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/116/116_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/020/020_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/020/020_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/020/020_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/020/020_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/015/015_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/015/015_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/015/015_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/015/015_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/178/178_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/178/178_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/178/178_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/178/178_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/147/147_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/147/147_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/147/147_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/147/147_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/180/180_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/180/180_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/180/180_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/180/180_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/066/066_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/066/066_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/066/066_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/066/066_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/085/085_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/085/085_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/085/085_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/085/085_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/166/166_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/166/166_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/166/166_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/166/166_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/047/047_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/047/047_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/047/047_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/047/047_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/105/105_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/105/105_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/105/105_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/105/105_01.txt
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/080/080_02.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/080/080_01.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/080/080_02.txt,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCT_augmented/080/080_01.txt
