cond_path,target_path
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre14Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/14OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre15Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/15OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre16Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/16OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre17Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/17OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre18Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/18OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre19Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/19OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre20Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/20OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre21Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/21OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre22Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/22OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre23Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/23OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre24Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/24OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre25Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/25OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre26Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/26OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre27Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/27OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre28Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/28OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre29Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/29OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre30Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/30OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre31Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/31OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre32Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/32OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre33Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/33OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre34Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/34OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre35Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/35OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre36Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/36OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre37Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/37OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre38Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/38OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre39Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/39OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre40Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/40OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre41Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/41OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre42Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/42OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre43Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/43OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre44Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/44OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre45Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/45OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre46Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/46OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre47Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/47OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre48Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/48OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre49Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/49OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre50Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/50OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre51Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/51OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre52Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/52OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre53Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/53OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre54Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/54OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre55Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/55OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre56Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/56OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre57Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/57OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre59Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/59OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre60Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/60OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre61Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/61OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre62Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/62OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre63Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/63OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre64Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/64OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre65Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/65OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre66Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/66OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre67Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/67OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre68Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/68OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre69Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/69OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre70Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/70OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/seg_trainA/pre71Fundus_fake_B.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_seg/trainB/71OCTA.png
