cf_path,octa_path
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/010Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/010OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/011Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/011OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/012Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/012OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/013Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/013OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/014Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/014OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/015Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/015OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/016Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/016OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/017Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/017OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/018Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/018OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/019Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/019OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/020Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/020OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/021Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/021OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/022Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/022OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/023Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/023OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/024Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/024OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/025Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/025OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/026Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/026OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/027Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/027OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/028Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/028OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/029Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/029OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/030Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/030OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/031Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/031OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/032Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/032OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/033Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/033OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/034Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/034OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/035Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/035OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/036Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/036OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/037Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/037OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/038Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/038OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/039Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/039OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/040Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/040OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/041Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/041OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/042Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/042OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/043Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/043OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/044Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/044OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/045Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/045OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/046Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/046OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/047Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/047OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/048Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/048OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/049Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/049OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/050Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/050OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/051Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/051OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/052Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/052OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/053Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/053OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/054Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/054OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/055Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/055OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/056Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/056OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/057Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/057OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/058Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/058OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/059Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/059OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/060Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/060OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/061Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/061OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/062Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/062OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/063Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/063OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/064Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/064OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/065Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/065OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/066Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/066OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/067Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/067OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/068Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/068OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/069Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/069OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/070Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/070OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/071Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/071OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/072Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/072OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/073Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/073OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/074Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/074OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/075Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/075OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/076Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/076OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/077Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/077OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/078Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/078OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/079Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/079OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/080Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/080OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/081Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/081OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/082Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/082OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/083Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/083OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/084Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/084OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/085Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/085OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/086Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/086OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/087Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/087OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/088Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/088OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/089Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/089OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/090Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/090OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/091Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/091OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/092Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/092OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/093Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/093OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/094Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/094OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/095Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/095OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/096Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/096OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/097Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/097OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/098Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/098OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/099Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/099OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/100Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/100OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/101Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/101OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/102Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/102OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/103Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/103OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/104Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/104OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/105Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/105OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/106Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/106OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/107Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/107OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/108Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/108OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/109Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/109OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/110Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/110OCTA.png
/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/CF_train/111Fundus.png,/data/student/Fengjunming/SDXL_ControlNet/data/CF_OCTA_v2/OCTA_train/111OCTA.png
